actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5
0.630735,-0.149303,0.239984,1.755097,2.601186,0.008797
0.630745,-0.149285,0.239985,1.755125,2.601194,0.008819
0.630733,-0.149292,0.239978,1.755146,2.601192,0.008809
0.630733,-0.149297,0.239987,1.755073,2.601186,0.008765
0.630728,-0.149300,0.239983,1.755121,2.601221,0.008798
0.630740,-0.149276,0.239983,1.755081,2.601232,0.008834
0.630730,-0.149285,0.239981,1.755130,2.601202,0.008809
0.630749,-0.149278,0.240004,1.755065,2.601173,0.008870
0.630740,-0.149286,0.240004,1.755133,2.601143,0.008834
0.630733,-0.149295,0.239978,1.755106,2.601203,0.008777
0.630738,-0.149296,0.239986,1.755086,2.601173,0.008791
0.630725,-0.149292,0.239967,1.755110,2.601241,0.008788
0.630731,-0.149295,0.239993,1.755142,2.601155,0.008797
0.630738,-0.149272,0.239987,1.755111,2.601176,0.008798
0.630743,-0.149278,0.239987,1.755013,2.601233,0.008849
0.630733,-0.149295,0.239997,1.755095,2.601187,0.008796
0.630727,-0.149295,0.239971,1.755139,2.601217,0.008747
0.630735,-0.149279,0.239958,1.755128,2.601233,0.008763
0.630742,-0.149290,0.239998,1.755077,2.601158,0.008786
0.630739,-0.149291,0.239997,1.755069,2.601214,0.008855
0.630728,-0.149304,0.239992,1.755113,2.601179,0.008771
0.630745,-0.149281,0.239990,1.755040,2.601203,0.008792
0.630729,-0.149294,0.239982,1.755089,2.601210,0.008803
0.630730,-0.149300,0.239986,1.755156,2.601173,0.008819
0.630722,-0.149277,0.239966,1.755094,2.601252,0.008788
0.630744,-0.149292,0.240003,1.755089,2.601177,0.008875
0.630729,-0.149294,0.239973,1.755131,2.601205,0.008783
0.630734,-0.149303,0.239999,1.755116,2.601148,0.008817
0.630727,-0.149311,0.239993,1.755155,2.601138,0.008782
0.630731,-0.149288,0.239982,1.755129,2.601168,0.008772
0.630732,-0.149301,0.239979,1.755137,2.601179,0.008803
0.630733,-0.149287,0.239967,1.755113,2.601211,0.008767
0.630734,-0.149292,0.239979,1.755108,2.601206,0.008818
0.630733,-0.149302,0.239982,1.755126,2.601198,0.008792
0.630736,-0.149299,0.239987,1.755180,2.601176,0.008825
0.630737,-0.149287,0.239982,1.755076,2.601224,0.008776
0.630741,-0.149285,0.239978,1.755072,2.601218,0.008829
0.630742,-0.149272,0.239992,1.755028,2.601220,0.008807
0.630732,-0.149287,0.239974,1.755107,2.601203,0.008777
0.630735,-0.149296,0.239972,1.755150,2.601166,0.008761
0.630730,-0.149296,0.239974,1.755103,2.601198,0.008762
0.630732,-0.149298,0.239994,1.755111,2.601140,0.008759
0.630738,-0.149305,0.239989,1.755104,2.601164,0.008767
0.630731,-0.149276,0.239961,1.755130,2.601236,0.008804
0.630727,-0.149303,0.239973,1.755128,2.601200,0.008768
0.630726,-0.149314,0.239992,1.755169,2.601126,0.008739
0.630738,-0.149280,0.240001,1.755117,2.601183,0.008788
0.630743,-0.149279,0.239987,1.755089,2.601175,0.008833
0.630732,-0.149288,0.239976,1.755068,2.601246,0.008741
0.630745,-0.149293,0.239979,1.755140,2.601183,0.008819
0.630729,-0.149304,0.239968,1.755136,2.601212,0.008731
0.630738,-0.149303,0.240005,1.755126,2.601128,0.008828
0.630730,-0.149291,0.239981,1.755065,2.601207,0.008730
0.630734,-0.149279,0.239974,1.755095,2.601218,0.008793
0.630723,-0.149293,0.239982,1.755110,2.601209,0.008792
0.630729,-0.149289,0.239997,1.755114,2.601146,0.008776
0.630734,-0.149304,0.239964,1.755187,2.601154,0.008751
0.630731,-0.149310,0.239961,1.755138,2.601182,0.008777
0.630736,-0.149294,0.240008,1.755076,2.601159,0.008853
0.630738,-0.149287,0.240019,1.755073,2.601152,0.008838
0.630736,-0.149289,0.239973,1.755099,2.601225,0.008741
0.630732,-0.149297,0.240013,1.755071,2.601151,0.008795
0.630730,-0.149297,0.239992,1.755079,2.601194,0.008755
0.630731,-0.149311,0.239972,1.755197,2.601135,0.008761
0.630728,-0.149296,0.239981,1.755119,2.601186,0.008762
0.630741,-0.149294,0.239981,1.755089,2.601209,0.008804
0.630738,-0.149290,0.239983,1.755031,2.601227,0.008755
0.630730,-0.149294,0.240001,1.755109,2.601172,0.008823
0.630727,-0.149292,0.239988,1.755124,2.601194,0.008819
0.630732,-0.149296,0.239969,1.755162,2.601183,0.008741
0.630729,-0.149303,0.239974,1.755108,2.601202,0.008777
0.630742,-0.149275,0.240003,1.755052,2.601188,0.008776
0.630729,-0.149281,0.239978,1.755145,2.601194,0.008742
0.630742,-0.149282,0.240013,1.755050,2.601152,0.008806
0.630737,-0.149297,0.239993,1.755109,2.601138,0.008786
0.630734,-0.149295,0.239997,1.755125,2.601130,0.008828
0.630725,-0.149288,0.239982,1.755073,2.601219,0.008761
0.630723,-0.149311,0.239968,1.755203,2.601144,0.008750
0.630740,-0.149299,0.240009,1.755121,2.601155,0.008875
0.630733,-0.149285,0.239976,1.755092,2.601215,0.008819
0.630745,-0.149281,0.240008,1.755079,2.601128,0.008833
0.630726,-0.149306,0.239973,1.755170,2.601195,0.008815
0.630726,-0.149300,0.239970,1.755115,2.601213,0.008808
0.630730,-0.149301,0.239996,1.755183,2.601148,0.008802
0.630738,-0.149294,0.239995,1.755115,2.601180,0.008813
0.630723,-0.149291,0.239979,1.755097,2.601187,0.008729
0.630741,-0.149284,0.239987,1.755081,2.601197,0.008730
0.630734,-0.149290,0.239994,1.755114,2.601146,0.008776
0.630722,-0.149302,0.239982,1.755185,2.601151,0.008777
0.630732,-0.149287,0.240010,1.755063,2.601172,0.008827
0.630736,-0.149296,0.240010,1.755096,2.601153,0.008802
0.630739,-0.149280,0.239999,1.755053,2.601191,0.008817
0.630728,-0.149301,0.239983,1.755164,2.601184,0.008783
0.630735,-0.149280,0.239986,1.755070,2.601216,0.008787
0.630724,-0.149302,0.239985,1.755144,2.601154,0.008797
0.630734,-0.149295,0.240007,1.755078,2.601162,0.008827
0.630734,-0.149286,0.239984,1.755093,2.601183,0.008824
0.630737,-0.149285,0.239982,1.755115,2.601214,0.008808
