actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5
0.104169,-0.334995,0.361923,1.754803,2.600942,0.008863
0.103935,-0.334409,0.361527,1.754813,2.600898,0.008847
0.103792,-0.333842,0.361127,1.754884,2.601185,0.008876
0.103746,-0.333265,0.360859,1.754792,2.601426,0.008982
0.103788,-0.332736,0.360712,1.755011,2.601289,0.008885
0.103960,-0.332228,0.360706,1.755140,2.601002,0.008826
0.104200,-0.331748,0.360810,1.754983,2.600978,0.008753
0.104524,-0.331244,0.360957,1.755223,2.601073,0.008807
0.104934,-0.330774,0.361217,1.755111,2.601080,0.008835
0.105436,-0.330377,0.361670,1.755116,2.600681,0.008684
0.105986,-0.329956,0.362171,1.755114,2.600748,0.008724
0.106619,-0.329587,0.362713,1.754959,2.600917,0.008799
0.107274,-0.329233,0.363352,1.755300,2.600935,0.008862
0.107989,-0.328909,0.364092,1.755244,2.600986,0.008901
0.108756,-0.328644,0.364959,1.755022,2.601082,0.008933
0.109543,-0.328388,0.365946,1.755301,2.600912,0.008948
0.110793,-0.328085,0.367507,1.755114,2.601174,0.009080
0.111637,-0.327955,0.368691,1.755091,2.601098,0.009077
0.112506,-0.327876,0.369916,1.755008,2.601217,0.009049
0.113334,-0.327828,0.371205,1.755147,2.601218,0.009071
0.114208,-0.327848,0.372570,1.755015,2.601325,0.009105
0.115069,-0.327918,0.374006,1.755357,2.601224,0.009136
0.115512,-0.327971,0.374784,1.755196,2.601403,0.009172
0.116380,-0.328139,0.376348,1.755273,2.601395,0.009155
0.117225,-0.328332,0.378038,1.755016,2.601362,0.009189
0.118062,-0.328602,0.379745,1.755242,2.601184,0.009129
0.118907,-0.328900,0.381517,1.755196,2.601068,0.009126
0.119741,-0.329262,0.383300,1.754985,2.601245,0.009144
0.120549,-0.329673,0.385101,1.755232,2.601244,0.009145
0.121352,-0.330148,0.386916,1.755338,2.601343,0.009187
0.122213,-0.330666,0.388832,1.755007,2.601349,0.009182
0.123023,-0.331231,0.390786,1.754868,2.601179,0.009048
0.123836,-0.331834,0.392695,1.755159,2.601122,0.009080
0.124683,-0.332484,0.394616,1.755259,2.601161,0.009162
0.125511,-0.333186,0.396545,1.755339,2.601104,0.009130
0.126333,-0.333934,0.398568,1.755246,2.601020,0.009035
0.127174,-0.334716,0.400591,1.755112,2.600977,0.008963
0.128002,-0.335513,0.402529,1.755105,2.601048,0.008975
0.128864,-0.336351,0.404534,1.754961,2.600957,0.008907
0.129726,-0.337223,0.406510,1.754880,2.600890,0.008939
0.130592,-0.338109,0.408508,1.754870,2.600825,0.008888
0.131441,-0.339003,0.410439,1.754936,2.600902,0.008920
0.132290,-0.339909,0.412297,1.755063,2.601040,0.009042
0.133139,-0.340837,0.414164,1.755290,2.601155,0.009158
0.134000,-0.341772,0.416064,1.755245,2.601112,0.009149
0.134863,-0.342738,0.417985,1.755276,2.600910,0.009066
0.135733,-0.343668,0.419860,1.755158,2.600826,0.009049
0.136562,-0.344604,0.421697,1.755188,2.600825,0.009011
0.136973,-0.345064,0.422568,1.755340,2.601025,0.009103
0.137831,-0.346010,0.424384,1.755323,2.601085,0.009114
0.138687,-0.346966,0.426243,1.755256,2.601040,0.009159
0.139553,-0.347927,0.428108,1.755077,2.600871,0.009064
0.140346,-0.348893,0.429829,1.755246,2.600901,0.009008
0.141169,-0.349842,0.431534,1.755305,2.601040,0.009099
0.141987,-0.350799,0.433250,1.755259,2.601063,0.009133
0.142821,-0.351792,0.435035,1.755198,2.600926,0.009034
