actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5
0.540756,-0.062677,0.385011,-0.017226,3.059397,-0.002909
0.537903,-0.063136,0.388779,-0.016942,3.059720,-0.003090
0.535034,-0.063575,0.392636,-0.016779,3.059370,-0.003099
0.532140,-0.064016,0.396537,-0.016649,3.058615,-0.003047
0.529240,-0.064415,0.400384,-0.016551,3.057804,-0.002991
0.526258,-0.064836,0.404270,-0.016398,3.056889,-0.002879
0.523274,-0.065243,0.408145,-0.016335,3.055852,-0.002744
0.520265,-0.065691,0.411928,-0.016176,3.054926,-0.002709
0.517198,-0.066120,0.415686,-0.016092,3.054131,-0.002681
0.514102,-0.066592,0.419296,-0.015936,3.053973,-0.002912
0.512525,-0.066855,0.421054,-0.015707,3.054037,-0.002944
0.509404,-0.067345,0.424473,-0.015470,3.054343,-0.003160
0.506272,-0.067906,0.427867,-0.015019,3.054544,-0.003494
0.503138,-0.068488,0.431106,-0.014348,3.055128,-0.004061
0.499991,-0.069165,0.434279,-0.013589,3.055776,-0.004656
0.496903,-0.069870,0.437431,-0.012640,3.056011,-0.004945
0.493867,-0.070691,0.440600,-0.011233,3.055593,-0.005033
0.490884,-0.071682,0.443769,-0.009365,3.054538,-0.005215
0.487911,-0.072887,0.446871,-0.006752,3.053269,-0.005523
0.484955,-0.074283,0.449913,-0.003473,3.051731,-0.005711
0.481988,-0.075897,0.452985,0.000449,3.049690,-0.005793
0.479063,-0.077735,0.455949,0.005239,3.047556,-0.005973
0.476164,-0.079714,0.458801,0.010474,3.045389,-0.006526
0.473250,-0.081933,0.461555,0.016535,3.043497,-0.007676
0.470299,-0.084306,0.464195,0.022987,3.041882,-0.008978
0.467385,-0.086777,0.466742,0.030169,3.040268,-0.008993
0.464470,-0.089379,0.469220,0.037821,3.038528,-0.009108
0.461537,-0.092163,0.471577,0.046192,3.037093,-0.009378
0.458601,-0.095055,0.473784,0.055061,3.036104,-0.009651
0.455644,-0.098077,0.475895,0.064352,3.035395,-0.010088
0.452722,-0.101123,0.477907,0.073672,3.034674,-0.010438
0.451269,-0.102663,0.478928,0.078429,3.034115,-0.010601
0.448369,-0.105779,0.480914,0.088395,3.032951,-0.011013
