actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5
-1.204560,-0.900250,-1.134128,0.090965,0.203781,-0.024722
-1.147888,-1.179846,-1.076789,0.105061,0.202876,-0.027482
-0.884923,-1.133509,-1.015361,0.095247,0.206860,-0.021246
-1.217210,-1.165396,-1.074489,0.102492,0.205822,-0.029193
-0.884078,-1.457949,-1.088474,0.107560,0.209779,-0.027348
-0.892534,-0.930865,-1.057104,0.093904,0.207628,-0.030104
-0.998901,-1.234118,-1.002194,0.102720,0.210690,-0.026243
-0.968687,-1.070420,-1.111595,0.096226,0.205345,-0.025472
-1.148297,-0.714600,-1.048519,0.089696,0.198806,-0.026373
-1.151402,-0.896401,-1.013926,0.093481,0.207668,-0.022626
-0.971136,-0.944661,-1.104788,0.092867,0.201482,-0.024065
-1.133046,-0.839823,-1.043314,0.097137,0.207240,-0.022315
-1.031961,-0.867725,-0.892319,0.093955,0.205998,-0.028884
-1.180493,-1.058403,-1.025113,0.097934,0.203035,-0.028549
-1.118613,-0.942695,-1.051666,0.096977,0.204969,-0.020847
-1.074665,-1.550041,-1.049782,0.108108,0.200477,-0.030507
-1.192757,-0.811971,-1.052017,0.098323,0.206001,-0.024232
-0.962050,-1.055435,-1.106838,0.092450,0.205587,-0.023157
-1.080374,-1.339832,-1.178084,0.104978,0.205581,-0.026605
-1.003530,-0.786430,-0.983614,0.093695,0.209274,-0.026169
-0.996215,-1.154421,-1.102935,0.093661,0.206585,-0.019551
-1.405644,-1.038651,-1.215288,0.099106,0.198949,-0.021454
-1.003479,-1.062954,-0.908794,0.093677,0.204540,-0.023897
-1.227294,-0.614811,-1.141688,0.088385,0.203039,-0.022304
-1.025807,-0.871396,-1.000131,0.096211,0.207791,-0.026390
-0.965116,-0.959868,-1.043427,0.092373,0.204371,-0.024320
-1.138760,-0.844801,-1.155912,0.096293,0.207371,-0.018495
-1.190053,-1.028834,-0.982708,0.095756,0.203230,-0.027986
-0.996314,-0.809850,-0.989605,0.090976,0.202495,-0.024237
-1.206425,-0.910221,-1.166390,0.097734,0.207127,-0.022185
-1.188661,-1.349408,-1.037629,0.103282,0.199918,-0.023039
-1.025737,-0.826629,-0.963885,0.092794,0.204203,-0.023723
-1.111738,-0.789070,-1.146391,0.091168,0.203630,-0.028726
-1.032841,-0.857923,-1.035751,0.090505,0.202153,-0.025381
-1.440465,-0.801575,-1.220952,0.095167,0.198894,-0.022397
-1.238664,-0.854263,-1.006979,0.089087,0.200494,-0.024798
-1.037468,-0.737023,-0.830605,0.090934,0.207829,-0.023733
-1.341947,-1.083793,-1.268426,0.097836,0.198834,-0.022906
-1.446116,-0.502189,-1.055794,0.081511,0.194613,-0.023686
-1.323260,-0.871594,-1.020082,0.099334,0.203023,-0.023157
-1.205581,-1.097811,-1.038391,0.094867,0.202088,-0.019447
-1.089876,-1.260945,-1.166719,0.105969,0.201980,-0.024758
-1.076271,-0.966465,-1.048242,0.098526,0.204731,-0.021869
-1.022213,-1.125669,-1.119885,0.096783,0.205617,-0.024746
-1.152087,-1.036063,-1.149720,0.103447,0.204311,-0.024842
-1.201676,-0.688761,-1.172525,0.087681,0.199102,-0.025458
-1.037663,-0.914633,-1.006982,0.095576,0.205288,-0.025596
-1.253503,-1.293050,-1.163924,0.104649,0.200701,-0.021038
-1.342071,-1.047423,-1.158381,0.093268,0.195051,-0.022051
-1.016841,-1.136306,-0.990865,0.102600,0.210536,-0.027413
-0.872612,-1.608173,-1.004806,0.111561,0.213717,-0.023902
-1.170196,-0.844642,-1.006054,0.089056,0.202002,-0.026904
-1.065115,-1.003690,-1.042103,0.103835,0.205959,-0.023330
-1.199598,-1.093621,-1.090065,0.098735,0.202066,-0.025015
-1.004847,-1.121310,-1.060588,0.095525,0.206871,-0.022729
-1.109247,-1.143325,-1.148014,0.102592,0.204487,-0.025291
-0.933269,-1.174191,-1.109588,0.097115,0.204421,-0.023161
-0.982912,-0.753275,-0.968574,0.094917,0.211382,-0.021663
-0.838204,-1.193308,-1.072214,0.098091,0.207190,-0.026256
-1.139565,-1.063229,-1.194639,0.099314,0.203942,-0.021624
-1.164474,-1.056632,-1.197727,0.097970,0.202252,-0.024464
-1.142039,-1.087748,-1.168052,0.093865,0.199451,-0.025340
-1.218202,-1.137411,-1.109295,0.103234,0.204840,-0.018959
-1.195204,-1.073281,-1.129272,0.095218,0.199577,-0.025033
-1.076253,-0.668616,-1.063648,0.090298,0.206195,-0.022325
-1.194050,-1.078100,-1.081646,0.098576,0.202588,-0.022164
-0.868852,-1.392347,-1.114139,0.102443,0.204417,-0.025623
-1.244932,-1.122521,-1.214115,0.103782,0.206395,-0.019224
-0.961285,-1.305027,-1.057158,0.100411,0.205659,-0.023748
-1.051411,-1.571473,-1.240469,0.109318,0.205607,-0.024343
-1.111519,-1.015010,-1.148036,0.098468,0.205093,-0.021229
-1.184067,-1.112029,-1.170630,0.093603,0.199642,-0.020414
-0.982233,-0.948694,-1.172819,0.096010,0.204710,-0.027783
-1.415274,-1.262844,-1.251877,0.104347,0.198126,-0.023130
-0.947502,-1.048361,-0.974434,0.096280,0.204693,-0.027146
-1.061881,-1.410399,-1.050391,0.112058,0.208279,-0.025474
-1.258083,-1.149114,-1.011516,0.095848,0.200345,-0.024816
-1.244219,-0.797266,-1.066346,0.093068,0.199464,-0.022168
-1.033270,-1.240141,-1.267850,0.102867,0.207557,-0.023996
-0.987382,-1.416347,-1.178836,0.102257,0.200293,-0.024944
-1.182455,-1.251129,-1.125235,0.106330,0.206680,-0.021636
-0.910492,-1.437504,-1.097136,0.104182,0.205760,-0.027464
-1.127601,-1.223427,-1.219355,0.099734,0.202759,-0.022892
-1.188078,-1.029379,-1.116115,0.097489,0.201613,-0.023917
-1.153868,-0.776134,-0.959954,0.087897,0.200061,-0.025900
-0.943132,-0.897879,-1.020038,0.098246,0.209654,-0.026276
-0.955831,-1.363138,-1.034761,0.102127,0.203542,-0.025918
-1.061095,-1.188679,-1.032184,0.103250,0.207746,-0.026917
-1.222099,-0.981433,-1.083611,0.097271,0.206050,-0.024500
-0.919937,-1.307964,-0.985353,0.098442,0.204445,-0.026293
-1.340100,-0.921077,-1.124232,0.099388,0.202037,-0.025669
-1.027248,-0.900338,-1.118889,0.089193,0.202286,-0.025179
-1.231256,-1.105522,-1.054409,0.100947,0.202779,-0.021199
-1.238928,-0.934143,-0.983899,0.097200,0.205605,-0.026446
-1.241606,-1.056246,-0.946913,0.097326,0.197585,-0.022966
-1.041046,-0.897529,-0.966427,0.095269,0.204857,-0.026995
-1.075415,-1.413192,-1.093031,0.107724,0.207582,-0.018782
-1.088168,-1.184024,-1.002828,0.095448,0.202641,-0.021878
-1.425679,-0.872991,-1.197265,0.096357,0.199885,-0.020588
-1.205064,-0.664676,-1.137217,0.084040,0.193705,-0.022233
-1.164817,-0.781594,-1.078126,0.087792,0.204433,-0.022157
-1.095219,-1.003920,-1.073346,0.100430,0.205815,-0.025557
-1.119276,-1.176682,-0.964346,0.094653,0.200254,-0.027780
-1.214228,-0.710095,-1.079609,0.091424,0.203861,-0.024116
-0.965631,-0.940250,-0.973470,0.094952,0.205565,-0.028764
-1.025043,-0.798746,-0.880138,0.094681,0.207378,-0.023095
-1.206734,-0.818021,-1.160404,0.095886,0.203716,-0.023599
-0.965075,-1.333919,-0.971970,0.101373,0.205729,-0.021685
-1.099943,-0.829083,-0.995231,0.094952,0.207047,-0.025433
-0.949247,-1.018836,-0.998632,0.091592,0.205569,-0.024132
-1.064763,-0.868206,-1.043187,0.095012,0.203355,-0.025559
-1.131303,-1.046515,-1.036428,0.101669,0.207394,-0.023579
-1.061922,-0.988681,-0.970548,0.093141,0.204632,-0.020113
-1.045204,-1.169997,-1.011066,0.107551,0.207420,-0.026627
-1.218919,-1.253761,-1.220315,0.103104,0.201739,-0.023176
-1.127154,-1.189592,-1.011556,0.097002,0.198600,-0.024992
-1.276684,-1.270199,-1.256410,0.105606,0.201675,-0.020978
-1.060538,-1.394103,-1.178674,0.103580,0.204416,-0.026818
-1.157604,-0.683495,-1.027289,0.091120,0.201818,-0.026838
-1.235484,-1.519903,-1.161109,0.110719,0.199387,-0.019653
-1.261143,-1.299837,-1.029858,0.100762,0.197528,-0.023590
-1.166266,-0.707295,-1.122140,0.091275,0.206714,-0.026575
-1.238977,-0.770925,-1.108513,0.088182,0.198381,-0.025117
-1.249002,-1.177011,-1.116430,0.104076,0.201549,-0.020931
-1.103838,-0.868649,-0.933716,0.096405,0.206072,-0.027932
-1.053575,-0.843188,-1.021603,0.090900,0.201665,-0.023534
-1.134614,-0.945731,-1.062074,0.096750,0.206131,-0.018625
-1.020847,-0.968260,-0.984710,0.091444,0.202226,-0.021044
-1.246119,-0.919542,-1.060141,0.098173,0.202545,-0.024873
-1.203829,-1.034125,-1.029243,0.099409,0.202829,-0.022703
-1.314929,-0.795011,-1.099752,0.086488,0.195760,-0.026460
-0.984478,-0.894449,-1.061145,0.096625,0.211890,-0.025447
-1.027315,-0.807840,-1.016071,0.088361,0.203578,-0.025359
-1.139960,-0.902985,-1.000475,0.093209,0.204477,-0.021369
-1.179464,-1.021503,-1.044658,0.099692,0.208195,-0.022552
-1.025188,-0.965308,-0.920305,0.094041,0.203280,-0.024813
-1.134784,-1.112511,-0.981915,0.100309,0.203277,-0.022812
-1.224171,-0.892894,-1.245189,0.096922,0.203652,-0.027733
-1.065293,-1.406528,-1.048334,0.104180,0.199285,-0.025867
-1.007907,-0.957205,-1.012912,0.098916,0.211753,-0.028152
-0.974162,-1.043589,-1.088921,0.096892,0.204614,-0.023536
-1.293347,-0.940369,-1.168482,0.096314,0.200384,-0.022928
-1.104957,-1.224037,-1.022755,0.106702,0.205922,-0.026067
-1.039111,-1.496706,-1.029497,0.105670,0.204678,-0.025071
-1.134580,-0.798172,-1.050821,0.097643,0.207735,-0.029608
-1.289731,-1.082566,-1.214710,0.095594,0.193873,-0.023803
-0.973118,-1.120285,-1.050403,0.099941,0.207948,-0.025373
-1.020830,-1.113613,-1.009562,0.101530,0.209926,-0.024531
-0.806960,-1.354400,-1.017664,0.102561,0.207285,-0.021475
-1.061416,-1.006887,-0.965097,0.102132,0.205546,-0.026228
-0.961872,-1.244893,-1.148642,0.097212,0.201941,-0.024644
